geography_index,geography,geography_name,variable,marginal,person_or_household,year
740,taz,740,TOTHH,1487,NA,2015
740,taz,740,TOTPOP,3925,NA,2015
740,taz,740,hh_size_1,342,NA,2015
740,taz,740,hh_size_2,517,NA,2015
740,taz,740,hh_size_3,258,NA,2015
740,taz,740,hh_size_4_plus,370,NA,2015
740,taz,740,hh_wrks_0,225,NA,2015
740,taz,740,hh_wrks_1,627,NA,2015
740,taz,740,hh_wrks_2,562,NA,2015
740,taz,740,hh_wrks_3_plus,73,NA,2015
740,taz,740,hh_kids_no,998,NA,2015
740,taz,740,hh_kids_yes,489,NA,2015
740,taz,740,HHINCQ1,294,NA,2015
740,taz,740,HHINCQ2,245,NA,2015
740,taz,740,HHINCQ3,329,NA,2015
740,taz,740,HHINCQ4,619,NA,2015
740,taz,740,AGE0004,98,NA,2015
740,taz,740,AGE0519,930,NA,2015
740,taz,740,AGE2044,912,NA,2015
740,taz,740,AGE4564,1274,NA,2015
740,taz,740,AGE65P,711,NA,2015
740,taz,740,gq_tot_pop,16,NA,2015
740,taz,740,gq_type_univ,0,NA,2015
740,taz,740,gq_type_mil,0,NA,2015
740,taz,740,gq_type_othnon,16,NA,2015
740,taz,740,numhh_gq,1503,NA,2015
740,taz,740,hh_size_1_gq,358,NA,2015
741,taz,741,TOTHH,1873,NA,2015
741,taz,741,TOTPOP,5493,NA,2015
741,taz,741,hh_size_1,223,NA,2015
741,taz,741,hh_size_2,663,NA,2015
741,taz,741,hh_size_3,300,NA,2015
741,taz,741,hh_size_4_plus,687,NA,2015
741,taz,741,hh_wrks_0,240,NA,2015
741,taz,741,hh_wrks_1,678,NA,2015
741,taz,741,hh_wrks_2,772,NA,2015
741,taz,741,hh_wrks_3_plus,183,NA,2015
741,taz,741,hh_kids_no,1112,NA,2015
741,taz,741,hh_kids_yes,761,NA,2015
741,taz,741,HHINCQ1,187,NA,2015
741,taz,741,HHINCQ2,356,NA,2015
741,taz,741,HHINCQ3,427,NA,2015
741,taz,741,HHINCQ4,903,NA,2015
741,taz,741,AGE0004,104,NA,2015
741,taz,741,AGE0519,1414,NA,2015
741,taz,741,AGE2044,1257,NA,2015
741,taz,741,AGE4564,1808,NA,2015
741,taz,741,AGE65P,910,NA,2015
741,taz,741,gq_tot_pop,60,NA,2015
741,taz,741,gq_type_univ,0,NA,2015
741,taz,741,gq_type_mil,0,NA,2015
741,taz,741,gq_type_othnon,60,NA,2015
741,taz,741,numhh_gq,1933,NA,2015
741,taz,741,hh_size_1_gq,283,NA,2015
742,taz,742,TOTHH,4132,NA,2015
742,taz,742,TOTPOP,12422,NA,2015
742,taz,742,hh_size_1,604,NA,2015
742,taz,742,hh_size_2,1108,NA,2015
742,taz,742,hh_size_3,1072,NA,2015
742,taz,742,hh_size_4_plus,1348,NA,2015
742,taz,742,hh_wrks_0,421,NA,2015
742,taz,742,hh_wrks_1,1687,NA,2015
742,taz,742,hh_wrks_2,1483,NA,2015
742,taz,742,hh_wrks_3_plus,541,NA,2015
742,taz,742,hh_kids_no,2053,NA,2015
742,taz,742,hh_kids_yes,2079,NA,2015
742,taz,742,HHINCQ1,494,NA,2015
742,taz,742,HHINCQ2,828,NA,2015
742,taz,742,HHINCQ3,1219,NA,2015
742,taz,742,HHINCQ4,1591,NA,2015
742,taz,742,AGE0004,941,NA,2015
742,taz,742,AGE0519,2950,NA,2015
742,taz,742,AGE2044,4280,NA,2015
742,taz,742,AGE4564,3012,NA,2015
742,taz,742,AGE65P,1239,NA,2015
742,taz,742,gq_tot_pop,11,NA,2015
742,taz,742,gq_type_univ,0,NA,2015
742,taz,742,gq_type_mil,0,NA,2015
742,taz,742,gq_type_othnon,11,NA,2015
742,taz,742,numhh_gq,4143,NA,2015
742,taz,742,hh_size_1_gq,615,NA,2015
743,taz,743,TOTHH,3556,NA,2015
743,taz,743,TOTPOP,9789,NA,2015
743,taz,743,hh_size_1,770,NA,2015
743,taz,743,hh_size_2,956,NA,2015
743,taz,743,hh_size_3,721,NA,2015
743,taz,743,hh_size_4_plus,1109,NA,2015
743,taz,743,hh_wrks_0,499,NA,2015
743,taz,743,hh_wrks_1,1097,NA,2015
743,taz,743,hh_wrks_2,1655,NA,2015
743,taz,743,hh_wrks_3_plus,305,NA,2015
743,taz,743,hh_kids_no,1974,NA,2015
743,taz,743,hh_kids_yes,1582,NA,2015
743,taz,743,HHINCQ1,685,NA,2015
743,taz,743,HHINCQ2,582,NA,2015
743,taz,743,HHINCQ3,591,NA,2015
743,taz,743,HHINCQ4,1698,NA,2015
743,taz,743,AGE0004,407,NA,2015
743,taz,743,AGE0519,2346,NA,2015
743,taz,743,AGE2044,2448,NA,2015
743,taz,743,AGE4564,3204,NA,2015
743,taz,743,AGE65P,1384,NA,2015
743,taz,743,gq_tot_pop,60,NA,2015
743,taz,743,gq_type_univ,0,NA,2015
743,taz,743,gq_type_mil,0,NA,2015
743,taz,743,gq_type_othnon,60,NA,2015
743,taz,743,numhh_gq,3616,NA,2015
743,taz,743,hh_size_1_gq,830,NA,2015
744,taz,744,TOTHH,1967,NA,2015
744,taz,744,TOTPOP,5214,NA,2015
744,taz,744,hh_size_1,371,NA,2015
744,taz,744,hh_size_2,751,NA,2015
744,taz,744,hh_size_3,381,NA,2015
744,taz,744,hh_size_4_plus,464,NA,2015
744,taz,744,hh_wrks_0,201,NA,2015
744,taz,744,hh_wrks_1,837,NA,2015
744,taz,744,hh_wrks_2,722,NA,2015
744,taz,744,hh_wrks_3_plus,207,NA,2015
744,taz,744,hh_kids_no,1233,NA,2015
744,taz,744,hh_kids_yes,734,NA,2015
744,taz,744,HHINCQ1,434,NA,2015
744,taz,744,HHINCQ2,268,NA,2015
744,taz,744,HHINCQ3,453,NA,2015
744,taz,744,HHINCQ4,812,NA,2015
744,taz,744,AGE0004,107,NA,2015
744,taz,744,AGE0519,1269,NA,2015
744,taz,744,AGE2044,1464,NA,2015
744,taz,744,AGE4564,1629,NA,2015
744,taz,744,AGE65P,745,NA,2015
744,taz,744,gq_tot_pop,10,NA,2015
744,taz,744,gq_type_univ,0,NA,2015
744,taz,744,gq_type_mil,0,NA,2015
744,taz,744,gq_type_othnon,10,NA,2015
744,taz,744,numhh_gq,1977,NA,2015
744,taz,744,hh_size_1_gq,381,NA,2015
745,taz,745,TOTHH,1854,NA,2015
745,taz,745,TOTPOP,4988,NA,2015
745,taz,745,hh_size_1,359,NA,2015
745,taz,745,hh_size_2,625,NA,2015
745,taz,745,hh_size_3,379,NA,2015
745,taz,745,hh_size_4_plus,491,NA,2015
745,taz,745,hh_wrks_0,243,NA,2015
745,taz,745,hh_wrks_1,725,NA,2015
745,taz,745,hh_wrks_2,658,NA,2015
745,taz,745,hh_wrks_3_plus,228,NA,2015
745,taz,745,hh_kids_no,1163,NA,2015
745,taz,745,hh_kids_yes,691,NA,2015
745,taz,745,HHINCQ1,313,NA,2015
745,taz,745,HHINCQ2,324,NA,2015
745,taz,745,HHINCQ3,359,NA,2015
745,taz,745,HHINCQ4,858,NA,2015
745,taz,745,AGE0004,196,NA,2015
745,taz,745,AGE0519,993,NA,2015
745,taz,745,AGE2044,1364,NA,2015
745,taz,745,AGE4564,1593,NA,2015
745,taz,745,AGE65P,842,NA,2015
745,taz,745,gq_tot_pop,0,NA,2015
745,taz,745,gq_type_univ,0,NA,2015
745,taz,745,gq_type_mil,0,NA,2015
745,taz,745,gq_type_othnon,0,NA,2015
745,taz,745,numhh_gq,1854,NA,2015
745,taz,745,hh_size_1_gq,359,NA,2015
746,taz,746,TOTHH,2906,NA,2015
746,taz,746,TOTPOP,8742,NA,2015
746,taz,746,hh_size_1,322,NA,2015
746,taz,746,hh_size_2,1060,NA,2015
746,taz,746,hh_size_3,528,NA,2015
746,taz,746,hh_size_4_plus,996,NA,2015
746,taz,746,hh_wrks_0,261,NA,2015
746,taz,746,hh_wrks_1,1180,NA,2015
746,taz,746,hh_wrks_2,1206,NA,2015
746,taz,746,hh_wrks_3_plus,259,NA,2015
746,taz,746,hh_kids_no,1689,NA,2015
746,taz,746,hh_kids_yes,1217,NA,2015
746,taz,746,HHINCQ1,224,NA,2015
746,taz,746,HHINCQ2,498,NA,2015
746,taz,746,HHINCQ3,370,NA,2015
746,taz,746,HHINCQ4,1814,NA,2015
746,taz,746,AGE0004,266,NA,2015
746,taz,746,AGE0519,2310,NA,2015
746,taz,746,AGE2044,1627,NA,2015
746,taz,746,AGE4564,3322,NA,2015
746,taz,746,AGE65P,1217,NA,2015
746,taz,746,gq_tot_pop,0,NA,2015
746,taz,746,gq_type_univ,0,NA,2015
746,taz,746,gq_type_mil,0,NA,2015
746,taz,746,gq_type_othnon,0,NA,2015
746,taz,746,numhh_gq,2906,NA,2015
746,taz,746,hh_size_1_gq,322,NA,2015
747,taz,747,TOTHH,1213,NA,2015
747,taz,747,TOTPOP,3967,NA,2015
747,taz,747,hh_size_1,62,NA,2015
747,taz,747,hh_size_2,440,NA,2015
747,taz,747,hh_size_3,242,NA,2015
747,taz,747,hh_size_4_plus,469,NA,2015
747,taz,747,hh_wrks_0,246,NA,2015
747,taz,747,hh_wrks_1,343,NA,2015
747,taz,747,hh_wrks_2,422,NA,2015
747,taz,747,hh_wrks_3_plus,202,NA,2015
747,taz,747,hh_kids_no,775,NA,2015
747,taz,747,hh_kids_yes,438,NA,2015
747,taz,747,HHINCQ1,113,NA,2015
747,taz,747,HHINCQ2,99,NA,2015
747,taz,747,HHINCQ3,152,NA,2015
747,taz,747,HHINCQ4,849,NA,2015
747,taz,747,AGE0004,95,NA,2015
747,taz,747,AGE0519,712,NA,2015
747,taz,747,AGE2044,1019,NA,2015
747,taz,747,AGE4564,1501,NA,2015
747,taz,747,AGE65P,640,NA,2015
747,taz,747,gq_tot_pop,0,NA,2015
747,taz,747,gq_type_univ,0,NA,2015
747,taz,747,gq_type_mil,0,NA,2015
747,taz,747,gq_type_othnon,0,NA,2015
747,taz,747,numhh_gq,1213,NA,2015
747,taz,747,hh_size_1_gq,62,NA,2015
748,taz,748,TOTHH,1244,NA,2015
748,taz,748,TOTPOP,4163,NA,2015
748,taz,748,hh_size_1,85,NA,2015
748,taz,748,hh_size_2,333,NA,2015
748,taz,748,hh_size_3,289,NA,2015
748,taz,748,hh_size_4_plus,537,NA,2015
748,taz,748,hh_wrks_0,205,NA,2015
748,taz,748,hh_wrks_1,389,NA,2015
748,taz,748,hh_wrks_2,582,NA,2015
748,taz,748,hh_wrks_3_plus,68,NA,2015
748,taz,748,hh_kids_no,621,NA,2015
748,taz,748,hh_kids_yes,623,NA,2015
748,taz,748,HHINCQ1,75,NA,2015
748,taz,748,HHINCQ2,215,NA,2015
748,taz,748,HHINCQ3,358,NA,2015
748,taz,748,HHINCQ4,596,NA,2015
748,taz,748,AGE0004,203,NA,2015
748,taz,748,AGE0519,986,NA,2015
748,taz,748,AGE2044,1259,NA,2015
748,taz,748,AGE4564,1280,NA,2015
748,taz,748,AGE65P,435,NA,2015
748,taz,748,gq_tot_pop,0,NA,2015
748,taz,748,gq_type_univ,0,NA,2015
748,taz,748,gq_type_mil,0,NA,2015
748,taz,748,gq_type_othnon,0,NA,2015
748,taz,748,numhh_gq,1244,NA,2015
748,taz,748,hh_size_1_gq,85,NA,2015
749,taz,749,TOTHH,2065,NA,2015
749,taz,749,TOTPOP,6631,NA,2015
749,taz,749,hh_size_1,306,NA,2015
749,taz,749,hh_size_2,429,NA,2015
749,taz,749,hh_size_3,420,NA,2015
749,taz,749,hh_size_4_plus,910,NA,2015
749,taz,749,hh_wrks_0,324,NA,2015
749,taz,749,hh_wrks_1,938,NA,2015
749,taz,749,hh_wrks_2,619,NA,2015
749,taz,749,hh_wrks_3_plus,184,NA,2015
749,taz,749,hh_kids_no,947,NA,2015
749,taz,749,hh_kids_yes,1118,NA,2015
749,taz,749,HHINCQ1,207,NA,2015
749,taz,749,HHINCQ2,418,NA,2015
749,taz,749,HHINCQ3,642,NA,2015
749,taz,749,HHINCQ4,798,NA,2015
749,taz,749,AGE0004,517,NA,2015
749,taz,749,AGE0519,1271,NA,2015
749,taz,749,AGE2044,2571,NA,2015
749,taz,749,AGE4564,1594,NA,2015
749,taz,749,AGE65P,678,NA,2015
749,taz,749,gq_tot_pop,7,NA,2015
749,taz,749,gq_type_univ,0,NA,2015
749,taz,749,gq_type_mil,0,NA,2015
749,taz,749,gq_type_othnon,7,NA,2015
749,taz,749,numhh_gq,2072,NA,2015
749,taz,749,hh_size_1_gq,313,NA,2015
750,taz,750,TOTHH,563,NA,2015
750,taz,750,TOTPOP,1778,NA,2015
750,taz,750,hh_size_1,52,NA,2015
750,taz,750,hh_size_2,125,NA,2015
750,taz,750,hh_size_3,207,NA,2015
750,taz,750,hh_size_4_plus,179,NA,2015
750,taz,750,hh_wrks_0,91,NA,2015
750,taz,750,hh_wrks_1,222,NA,2015
750,taz,750,hh_wrks_2,221,NA,2015
750,taz,750,hh_wrks_3_plus,29,NA,2015
750,taz,750,hh_kids_no,228,NA,2015
750,taz,750,hh_kids_yes,335,NA,2015
750,taz,750,HHINCQ1,68,NA,2015
750,taz,750,HHINCQ2,61,NA,2015
750,taz,750,HHINCQ3,157,NA,2015
750,taz,750,HHINCQ4,277,NA,2015
750,taz,750,AGE0004,158,NA,2015
750,taz,750,AGE0519,330,NA,2015
750,taz,750,AGE2044,808,NA,2015
750,taz,750,AGE4564,363,NA,2015
750,taz,750,AGE65P,119,NA,2015
750,taz,750,gq_tot_pop,11,NA,2015
750,taz,750,gq_type_univ,0,NA,2015
750,taz,750,gq_type_mil,0,NA,2015
750,taz,750,gq_type_othnon,11,NA,2015
750,taz,750,numhh_gq,574,NA,2015
750,taz,750,hh_size_1_gq,63,NA,2015
751,taz,751,TOTHH,62,NA,2015
751,taz,751,TOTPOP,194,NA,2015
751,taz,751,hh_size_1,6,NA,2015
751,taz,751,hh_size_2,14,NA,2015
751,taz,751,hh_size_3,22,NA,2015
751,taz,751,hh_size_4_plus,20,NA,2015
751,taz,751,hh_wrks_0,10,NA,2015
751,taz,751,hh_wrks_1,25,NA,2015
751,taz,751,hh_wrks_2,24,NA,2015
751,taz,751,hh_wrks_3_plus,3,NA,2015
751,taz,751,hh_kids_no,25,NA,2015
751,taz,751,hh_kids_yes,37,NA,2015
751,taz,751,HHINCQ1,7,NA,2015
751,taz,751,HHINCQ2,7,NA,2015
751,taz,751,HHINCQ3,17,NA,2015
751,taz,751,HHINCQ4,31,NA,2015
751,taz,751,AGE0004,17,NA,2015
751,taz,751,AGE0519,36,NA,2015
751,taz,751,AGE2044,88,NA,2015
751,taz,751,AGE4564,40,NA,2015
751,taz,751,AGE65P,13,NA,2015
751,taz,751,gq_tot_pop,1,NA,2015
751,taz,751,gq_type_univ,0,NA,2015
751,taz,751,gq_type_mil,0,NA,2015
751,taz,751,gq_type_othnon,1,NA,2015
751,taz,751,numhh_gq,63,NA,2015
751,taz,751,hh_size_1_gq,7,NA,2015
752,taz,752,TOTHH,238,NA,2015
752,taz,752,TOTPOP,751,NA,2015
752,taz,752,hh_size_1,22,NA,2015
752,taz,752,hh_size_2,53,NA,2015
752,taz,752,hh_size_3,87,NA,2015
752,taz,752,hh_size_4_plus,76,NA,2015
752,taz,752,hh_wrks_0,38,NA,2015
752,taz,752,hh_wrks_1,95,NA,2015
752,taz,752,hh_wrks_2,93,NA,2015
752,taz,752,hh_wrks_3_plus,12,NA,2015
752,taz,752,hh_kids_no,96,NA,2015
752,taz,752,hh_kids_yes,142,NA,2015
752,taz,752,HHINCQ1,29,NA,2015
752,taz,752,HHINCQ2,26,NA,2015
752,taz,752,HHINCQ3,66,NA,2015
752,taz,752,HHINCQ4,117,NA,2015
752,taz,752,AGE0004,67,NA,2015
752,taz,752,AGE0519,140,NA,2015
752,taz,752,AGE2044,341,NA,2015
752,taz,752,AGE4564,153,NA,2015
752,taz,752,AGE65P,50,NA,2015
752,taz,752,gq_tot_pop,5,NA,2015
752,taz,752,gq_type_univ,0,NA,2015
752,taz,752,gq_type_mil,0,NA,2015
752,taz,752,gq_type_othnon,5,NA,2015
752,taz,752,numhh_gq,243,NA,2015
752,taz,752,hh_size_1_gq,27,NA,2015
753,taz,753,TOTHH,1492,NA,2015
753,taz,753,TOTPOP,4783,NA,2015
753,taz,753,hh_size_1,89,NA,2015
753,taz,753,hh_size_2,449,NA,2015
753,taz,753,hh_size_3,356,NA,2015
753,taz,753,hh_size_4_plus,598,NA,2015
753,taz,753,hh_wrks_0,248,NA,2015
753,taz,753,hh_wrks_1,467,NA,2015
753,taz,753,hh_wrks_2,709,NA,2015
753,taz,753,hh_wrks_3_plus,68,NA,2015
753,taz,753,hh_kids_no,730,NA,2015
753,taz,753,hh_kids_yes,762,NA,2015
753,taz,753,HHINCQ1,106,NA,2015
753,taz,753,HHINCQ2,155,NA,2015
753,taz,753,HHINCQ3,279,NA,2015
753,taz,753,HHINCQ4,952,NA,2015
753,taz,753,AGE0004,215,NA,2015
753,taz,753,AGE0519,1026,NA,2015
753,taz,753,AGE2044,1153,NA,2015
753,taz,753,AGE4564,1515,NA,2015
753,taz,753,AGE65P,874,NA,2015
753,taz,753,gq_tot_pop,9,NA,2015
753,taz,753,gq_type_univ,0,NA,2015
753,taz,753,gq_type_mil,0,NA,2015
753,taz,753,gq_type_othnon,9,NA,2015
753,taz,753,numhh_gq,1501,NA,2015
753,taz,753,hh_size_1_gq,98,NA,2015
754,taz,754,TOTHH,1228,NA,2015
754,taz,754,TOTPOP,3981,NA,2015
754,taz,754,hh_size_1,72,NA,2015
754,taz,754,hh_size_2,418,NA,2015
754,taz,754,hh_size_3,249,NA,2015
754,taz,754,hh_size_4_plus,489,NA,2015
754,taz,754,hh_wrks_0,153,NA,2015
754,taz,754,hh_wrks_1,454,NA,2015
754,taz,754,hh_wrks_2,521,NA,2015
754,taz,754,hh_wrks_3_plus,100,NA,2015
754,taz,754,hh_kids_no,735,NA,2015
754,taz,754,hh_kids_yes,493,NA,2015
754,taz,754,HHINCQ1,79,NA,2015
754,taz,754,HHINCQ2,134,NA,2015
754,taz,754,HHINCQ3,129,NA,2015
754,taz,754,HHINCQ4,886,NA,2015
754,taz,754,AGE0004,193,NA,2015
754,taz,754,AGE0519,669,NA,2015
754,taz,754,AGE2044,918,NA,2015
754,taz,754,AGE4564,1489,NA,2015
754,taz,754,AGE65P,712,NA,2015
754,taz,754,gq_tot_pop,76,NA,2015
754,taz,754,gq_type_univ,0,NA,2015
754,taz,754,gq_type_mil,0,NA,2015
754,taz,754,gq_type_othnon,76,NA,2015
754,taz,754,numhh_gq,1304,NA,2015
754,taz,754,hh_size_1_gq,148,NA,2015
755,taz,755,TOTHH,3230,NA,2015
755,taz,755,TOTPOP,10021,NA,2015
755,taz,755,hh_size_1,307,NA,2015
755,taz,755,hh_size_2,843,NA,2015
755,taz,755,hh_size_3,734,NA,2015
755,taz,755,hh_size_4_plus,1346,NA,2015
755,taz,755,hh_wrks_0,579,NA,2015
755,taz,755,hh_wrks_1,982,NA,2015
755,taz,755,hh_wrks_2,1399,NA,2015
755,taz,755,hh_wrks_3_plus,270,NA,2015
755,taz,755,hh_kids_no,1534,NA,2015
755,taz,755,hh_kids_yes,1696,NA,2015
755,taz,755,HHINCQ1,487,NA,2015
755,taz,755,HHINCQ2,415,NA,2015
755,taz,755,HHINCQ3,675,NA,2015
755,taz,755,HHINCQ4,1653,NA,2015
755,taz,755,AGE0004,326,NA,2015
755,taz,755,AGE0519,2487,NA,2015
755,taz,755,AGE2044,2814,NA,2015
755,taz,755,AGE4564,3222,NA,2015
755,taz,755,AGE65P,1172,NA,2015
755,taz,755,gq_tot_pop,68,NA,2015
755,taz,755,gq_type_univ,0,NA,2015
755,taz,755,gq_type_mil,0,NA,2015
755,taz,755,gq_type_othnon,68,NA,2015
755,taz,755,numhh_gq,3298,NA,2015
755,taz,755,hh_size_1_gq,375,NA,2015
756,taz,756,TOTHH,2182,NA,2015
756,taz,756,TOTPOP,7087,NA,2015
756,taz,756,hh_size_1,195,NA,2015
756,taz,756,hh_size_2,553,NA,2015
756,taz,756,hh_size_3,537,NA,2015
756,taz,756,hh_size_4_plus,897,NA,2015
756,taz,756,hh_wrks_0,363,NA,2015
756,taz,756,hh_wrks_1,865,NA,2015
756,taz,756,hh_wrks_2,881,NA,2015
756,taz,756,hh_wrks_3_plus,73,NA,2015
756,taz,756,hh_kids_no,1064,NA,2015
756,taz,756,hh_kids_yes,1118,NA,2015
756,taz,756,HHINCQ1,280,NA,2015
756,taz,756,HHINCQ2,301,NA,2015
756,taz,756,HHINCQ3,435,NA,2015
756,taz,756,HHINCQ4,1166,NA,2015
756,taz,756,AGE0004,123,NA,2015
756,taz,756,AGE0519,1909,NA,2015
756,taz,756,AGE2044,1506,NA,2015
756,taz,756,AGE4564,2431,NA,2015
756,taz,756,AGE65P,1118,NA,2015
756,taz,756,gq_tot_pop,0,NA,2015
756,taz,756,gq_type_univ,0,NA,2015
756,taz,756,gq_type_mil,0,NA,2015
756,taz,756,gq_type_othnon,0,NA,2015
756,taz,756,numhh_gq,2182,NA,2015
756,taz,756,hh_size_1_gq,195,NA,2015
757,taz,757,TOTHH,828,NA,2015
757,taz,757,TOTPOP,2811,NA,2015
757,taz,757,hh_size_1,71,NA,2015
757,taz,757,hh_size_2,264,NA,2015
757,taz,757,hh_size_3,161,NA,2015
757,taz,757,hh_size_4_plus,332,NA,2015
757,taz,757,hh_wrks_0,169,NA,2015
757,taz,757,hh_wrks_1,259,NA,2015
757,taz,757,hh_wrks_2,272,NA,2015
757,taz,757,hh_wrks_3_plus,128,NA,2015
757,taz,757,hh_kids_no,464,NA,2015
757,taz,757,hh_kids_yes,364,NA,2015
757,taz,757,HHINCQ1,101,NA,2015
757,taz,757,HHINCQ2,249,NA,2015
757,taz,757,HHINCQ3,289,NA,2015
757,taz,757,HHINCQ4,189,NA,2015
757,taz,757,AGE0004,122,NA,2015
757,taz,757,AGE0519,547,NA,2015
757,taz,757,AGE2044,1034,NA,2015
757,taz,757,AGE4564,869,NA,2015
757,taz,757,AGE65P,239,NA,2015
757,taz,757,gq_tot_pop,8,NA,2015
757,taz,757,gq_type_univ,0,NA,2015
757,taz,757,gq_type_mil,0,NA,2015
757,taz,757,gq_type_othnon,8,NA,2015
757,taz,757,numhh_gq,836,NA,2015
757,taz,757,hh_size_1_gq,79,NA,2015
758,taz,758,TOTHH,1881,NA,2015
758,taz,758,TOTPOP,6685,NA,2015
758,taz,758,hh_size_1,191,NA,2015
758,taz,758,hh_size_2,371,NA,2015
758,taz,758,hh_size_3,407,NA,2015
758,taz,758,hh_size_4_plus,912,NA,2015
758,taz,758,hh_wrks_0,413,NA,2015
758,taz,758,hh_wrks_1,706,NA,2015
758,taz,758,hh_wrks_2,610,NA,2015
758,taz,758,hh_wrks_3_plus,152,NA,2015
758,taz,758,hh_kids_no,902,NA,2015
758,taz,758,hh_kids_yes,979,NA,2015
758,taz,758,HHINCQ1,259,NA,2015
758,taz,758,HHINCQ2,650,NA,2015
758,taz,758,HHINCQ3,530,NA,2015
758,taz,758,HHINCQ4,442,NA,2015
758,taz,758,AGE0004,315,NA,2015
758,taz,758,AGE0519,1525,NA,2015
758,taz,758,AGE2044,2131,NA,2015
758,taz,758,AGE4564,1981,NA,2015
758,taz,758,AGE65P,733,NA,2015
758,taz,758,gq_tot_pop,22,NA,2015
758,taz,758,gq_type_univ,0,NA,2015
758,taz,758,gq_type_mil,0,NA,2015
758,taz,758,gq_type_othnon,22,NA,2015
758,taz,758,numhh_gq,1903,NA,2015
758,taz,758,hh_size_1_gq,213,NA,2015
759,taz,759,TOTHH,2359,NA,2015
759,taz,759,TOTPOP,8003,NA,2015
759,taz,759,hh_size_1,438,NA,2015
759,taz,759,hh_size_2,580,NA,2015
759,taz,759,hh_size_3,432,NA,2015
759,taz,759,hh_size_4_plus,909,NA,2015
759,taz,759,hh_wrks_0,566,NA,2015
759,taz,759,hh_wrks_1,836,NA,2015
759,taz,759,hh_wrks_2,733,NA,2015
759,taz,759,hh_wrks_3_plus,224,NA,2015
759,taz,759,hh_kids_no,1357,NA,2015
759,taz,759,hh_kids_yes,1002,NA,2015
759,taz,759,HHINCQ1,368,NA,2015
759,taz,759,HHINCQ2,651,NA,2015
759,taz,759,HHINCQ3,666,NA,2015
759,taz,759,HHINCQ4,674,NA,2015
759,taz,759,AGE0004,421,NA,2015
759,taz,759,AGE0519,1610,NA,2015
759,taz,759,AGE2044,2933,NA,2015
759,taz,759,AGE4564,2002,NA,2015
759,taz,759,AGE65P,1037,NA,2015
759,taz,759,gq_tot_pop,14,NA,2015
759,taz,759,gq_type_univ,0,NA,2015
759,taz,759,gq_type_mil,0,NA,2015
759,taz,759,gq_type_othnon,14,NA,2015
759,taz,759,numhh_gq,2373,NA,2015
759,taz,759,hh_size_1_gq,452,NA,2015
760,taz,760,TOTHH,1959,NA,2015
760,taz,760,TOTPOP,6498,NA,2015
760,taz,760,hh_size_1,189,NA,2015
760,taz,760,hh_size_2,569,NA,2015
760,taz,760,hh_size_3,452,NA,2015
760,taz,760,hh_size_4_plus,749,NA,2015
760,taz,760,hh_wrks_0,378,NA,2015
760,taz,760,hh_wrks_1,687,NA,2015
760,taz,760,hh_wrks_2,676,NA,2015
760,taz,760,hh_wrks_3_plus,218,NA,2015
760,taz,760,hh_kids_no,1269,NA,2015
760,taz,760,hh_kids_yes,690,NA,2015
760,taz,760,HHINCQ1,309,NA,2015
760,taz,760,HHINCQ2,428,NA,2015
760,taz,760,HHINCQ3,583,NA,2015
760,taz,760,HHINCQ4,639,NA,2015
760,taz,760,AGE0004,283,NA,2015
760,taz,760,AGE0519,931,NA,2015
760,taz,760,AGE2044,2769,NA,2015
760,taz,760,AGE4564,1815,NA,2015
760,taz,760,AGE65P,700,NA,2015
760,taz,760,gq_tot_pop,6,NA,2015
760,taz,760,gq_type_univ,0,NA,2015
760,taz,760,gq_type_mil,0,NA,2015
760,taz,760,gq_type_othnon,6,NA,2015
760,taz,760,numhh_gq,1965,NA,2015
760,taz,760,hh_size_1_gq,195,NA,2015
761,taz,761,TOTHH,3751,NA,2015
761,taz,761,TOTPOP,11025,NA,2015
761,taz,761,hh_size_1,854,NA,2015
761,taz,761,hh_size_2,808,NA,2015
761,taz,761,hh_size_3,860,NA,2015
761,taz,761,hh_size_4_plus,1229,NA,2015
761,taz,761,hh_wrks_0,1099,NA,2015
761,taz,761,hh_wrks_1,1336,NA,2015
761,taz,761,hh_wrks_2,1031,NA,2015
761,taz,761,hh_wrks_3_plus,285,NA,2015
761,taz,761,hh_kids_no,2204,NA,2015
761,taz,761,hh_kids_yes,1547,NA,2015
761,taz,761,HHINCQ1,1010,NA,2015
761,taz,761,HHINCQ2,994,NA,2015
761,taz,761,HHINCQ3,975,NA,2015
761,taz,761,HHINCQ4,772,NA,2015
761,taz,761,AGE0004,747,NA,2015
761,taz,761,AGE0519,2046,NA,2015
761,taz,761,AGE2044,4208,NA,2015
761,taz,761,AGE4564,2770,NA,2015
761,taz,761,AGE65P,1254,NA,2015
761,taz,761,gq_tot_pop,120,NA,2015
761,taz,761,gq_type_univ,0,NA,2015
761,taz,761,gq_type_mil,0,NA,2015
761,taz,761,gq_type_othnon,120,NA,2015
761,taz,761,numhh_gq,3871,NA,2015
761,taz,761,hh_size_1_gq,974,NA,2015
762,taz,762,TOTHH,1205,NA,2015
762,taz,762,TOTPOP,3940,NA,2015
762,taz,762,hh_size_1,119,NA,2015
762,taz,762,hh_size_2,363,NA,2015
762,taz,762,hh_size_3,281,NA,2015
762,taz,762,hh_size_4_plus,442,NA,2015
762,taz,762,hh_wrks_0,219,NA,2015
762,taz,762,hh_wrks_1,424,NA,2015
762,taz,762,hh_wrks_2,370,NA,2015
